order_id,Distance_Rider_from_Store,travel_time_to_store,Distance_to_Customer,travel_time_to_customer,order_status,delivery_status,distance_category,Date
2283155,1.85,0,2.5,0,Cancelled,Unknown,Short Distance,Null
2283156,4.11,0,6.88,34,Completed,On Time,Long Distance,17/12/2024
2283157,3.67,0,9.42,10,Completed,Late,Long Distance,Null
2283158,10.58,0,15.88,2,Completed,Late,Long Distance,17/12/2024
2283159,2.14,5,5.38,54,Completed,On Time,Long Distance,17/12/2024
2283161,1.9,0,3.14,12,Completed,Early,Short Distance,17/12/2024
2283162,4.25,0,6.09,25,Completed,Late,Long Distance,17/12/2024
2283163,3.57,0,5.93,18,Completed,On Time,Long Distance,17/12/2024
2283164,4.12,0,5.17,43,Completed,On Time,Long Distance,17/12/2024
2283165,2.09,0,3.7,7,Completed,Late,Short Distance,17/12/2024
2283167,2.34,0,3.72,27,Completed,On Time,Short Distance,17/12/2024
2283168,1.97,0,3.71,16,Completed,Late,Short Distance,17/12/2024
2283169,4.28,0,5.67,20,Completed,On Time,Long Distance,17/12/2024
2283171,4.21,0,5.81,64,Completed,Late,Long Distance,17/12/2024
2283172,2.37,23,4.73,27,Completed,Late,Short Distance,17/12/2024
2283174,0.41,0,1.47,17,Completed,On Time,Short Distance,18/12/2024
2283175,5.48,0,7.74,112,Completed,Late,Long Distance,17/12/2024
2283176,3.31,0,5.63,0,Cancelled,Unknown,Long Distance,Null
2283177,6.83,0,8.83,46,Completed,On Time,Long Distance,17/12/2024
2283178,3.89,0,5.04,49,Completed,On Time,Long Distance,17/12/2024
2283181,2.06,0,2.65,15,Completed,On Time,Short Distance,17/12/2024
2283184,3.35,0,4.84,0,Cancelled,Unknown,Short Distance,Null
2283187,2.98,17,4.17,19,Completed,On Time,Short Distance,17/12/2024
2283188,1.64,59,3.59,22,Completed,Late,Short Distance,17/12/2024
2283189,3.53,0,7.75,0,Cancelled,Unknown,Long Distance,Null
2283191,2.06,0,3.73,29,Completed,Late,Short Distance,17/12/2024
2283192,2.33,0,3.56,20,Completed,Late,Short Distance,17/12/2024
2283193,7.23,0,9.88,0,Completed,Late,Long Distance,17/12/2024
2283194,2.85,0,7.33,0,Cancelled,Unknown,Long Distance,Null
2283195,2.57,82,3.92,11,Completed,On Time,Short Distance,18/12/2024
2283196,2.8,0,5.17,19,Completed,On Time,Long Distance,17/12/2024
2283197,0.61,0,0.83,22,Completed,On Time,Short Distance,17/12/2024
2283198,2.81,0,4.22,127,Completed,Late,Short Distance,17/12/2024
2283200,1.8,0,5.79,29,Completed,On Time,Long Distance,17/12/2024
2283201,1.93,25,3.36,19,Completed,Late,Short Distance,17/12/2024
2283202,3.31,0,4.62,32,Completed,On Time,Short Distance,17/12/2024
2283203,2.44,19,3.47,10,Completed,Late,Short Distance,17/12/2024
2283204,4.99,0,7.49,24,Completed,On Time,Long Distance,17/12/2024
2283206,2.81,1,6.92,16,Completed,Early,Long Distance,17/12/2024
2283207,1.93,0,3.53,0,Cancelled,Unknown,Short Distance,Null
2283209,2.31,0,3.2,16,Completed,Late,Short Distance,17/12/2024
2283210,3.75,0,7.93,0,Cancelled,Unknown,Long Distance,Null
2283211,3.41,0,6.48,28,Completed,On Time,Long Distance,17/12/2024
2283212,6.62,0,7.01,0,Cancelled,Unknown,Long Distance,Null
2283217,1.61,0,4.07,35,Completed,On Time,Short Distance,17/12/2024
2283218,3.3,42,3.78,31,Completed,Late,Short Distance,17/12/2024
2283220,2.17,0,4.92,0,Cancelled,Unknown,Short Distance,Null
2283221,2.42,14,3.9,8,Completed,Late,Short Distance,17/12/2024
2283223,2.04,0,4.92,0,Cancelled,Unknown,Short Distance,Null
2283224,0.98,0,1.66,18,Completed,On Time,Short Distance,17/12/2024
2283228,0.24,0,0.27,7,Completed,On Time,Short Distance,17/12/2024
2283230,6.08,0,8.96,0,Cancelled,Unknown,Long Distance,Null
2283233,3.67,0,5.11,0,Cancelled,Unknown,Long Distance,Null
2283234,1.57,0,4.25,33,Completed,On Time,Short Distance,17/12/2024
2283235,2.51,0,4.31,16,Completed,On Time,Short Distance,17/12/2024
2283237,2.47,0,6.13,65,Completed,Late,Long Distance,17/12/2024
2283239,2.11,0,3.14,24,Completed,Early,Short Distance,17/12/2024
2283241,4.26,0,4.66,31,Completed,Late,Short Distance,17/12/2024
2283242,1.7,17,3.18,11,Completed,On Time,Short Distance,17/12/2024
2283244,4.62,0,5.58,24,Completed,Late,Long Distance,17/12/2024
2283245,2.02,0,2.55,29,Completed,On Time,Short Distance,17/12/2024
2283246,3.38,0,4.9,17,Completed,Late,Short Distance,17/12/2024
2283247,2.18,0,3.84,30,Completed,Late,Short Distance,17/12/2024
2283248,2.66,0,4.36,36,Completed,Late,Short Distance,17/12/2024
2283249,0.66,0,1.49,7,Completed,On Time,Short Distance,17/12/2024
2283250,0.8,0,1.69,8,Completed,Late,Short Distance,17/12/2024
2283252,1.75,0,3.65,18,Completed,Late,Short Distance,17/12/2024
2283253,6.48,0,8.62,0,Cancelled,Unknown,Long Distance,Null
2283255,3.79,0,6.04,71,Completed,Late,Long Distance,17/12/2024
2283256,1.21,38,2.76,20,Completed,Late,Short Distance,18/12/2024
2283257,6.56,1,8.67,56,Completed,Late,Long Distance,17/12/2024
2283258,4.08,0,9.08,26,Completed,On Time,Long Distance,17/12/2024
2283259,2.44,110,3.28,17,Completed,Late,Short Distance,17/12/2024
2283260,2.78,36,4,36,Completed,On Time,Short Distance,17/12/2024
2283262,0.91,0,1.43,14,Completed,On Time,Short Distance,17/12/2024
2283263,0.8,0,1.72,30,Completed,Late,Short Distance,17/12/2024
2283265,2.7,0,4.81,49,Completed,Late,Short Distance,17/12/2024
2283268,4.8,0,8.67,0,Cancelled,Unknown,Long Distance,Null
2283269,1.78,0,2.97,0,Cancelled,Unknown,Short Distance,Null
2283272,2.45,11,4.96,19,Completed,On Time,Short Distance,17/12/2024
2283273,1.17,0,1.57,10,Completed,Late,Short Distance,17/12/2024
2283274,4.99,0,7.18,0,Cancelled,Unknown,Long Distance,17/12/2024
2283275,0.16,0,0.65,3,Completed,Late,Short Distance,17/12/2024
2283276,3.31,2,4.54,93,Completed,On Time,Short Distance,17/12/2024
2283277,1.78,0,2.97,60,Completed,Early,Short Distance,17/12/2024
2283280,0.92,37,3,18,Completed,Late,Short Distance,17/12/2024
2283281,3.79,77,6.21,36,Completed,Late,Long Distance,17/12/2024
2283282,4.67,53,6.33,20,Completed,Late,Long Distance,17/12/2024
2283283,6.01,86,11.24,8,Completed,Late,Long Distance,17/12/2024
2283284,2.45,0,4.52,29,Completed,Late,Short Distance,17/12/2024
2283286,1,0,3.33,26,Completed,On Time,Short Distance,17/12/2024
2283287,2.44,1,8.37,13,Completed,Late,Long Distance,17/12/2024
2283289,7.37,0,9.99,35,Completed,Late,Long Distance,17/12/2024
2283291,0.61,0,0.79,2,Completed,Late,Short Distance,17/12/2024
2283292,2.38,0,6.53,20,Completed,On Time,Long Distance,17/12/2024
2283293,2.07,0,5.07,10,Completed,On Time,Long Distance,17/12/2024
2283296,5.24,0,6.96,0,Cancelled,Unknown,Long Distance,Null
2283297,1.35,0,2.42,11,Completed,Late,Short Distance,17/12/2024
2283298,1.55,98,3.69,6,Completed,Late,Short Distance,17/12/2024
2283299,1.33,0,1.57,6,Completed,Late,Short Distance,17/12/2024
2283301,3.29,0,6.29,0,Completed,Late,Long Distance,17/12/2024
2283303,3.74,0,6.27,58,Completed,Early,Long Distance,17/12/2024
2283304,2.67,2,3.87,34,Completed,Late,Short Distance,17/12/2024
2283305,3.44,66,6.97,81,Completed,Late,Long Distance,17/12/2024
2283307,5.54,37,8.7,17,Completed,On Time,Long Distance,17/12/2024
2283308,3.07,36,7.39,11,Completed,On Time,Long Distance,17/12/2024
2283309,1.65,0,4.11,0,Cancelled,Unknown,Short Distance,Null
2283311,5.97,0,8.61,46,Completed,On Time,Long Distance,17/12/2024
2283313,5.19,0,6.36,36,Completed,On Time,Long Distance,17/12/2024
2283314,1.71,1,3.99,16,Completed,Late,Short Distance,17/12/2024
2283315,1.4,0,4.04,34,Completed,On Time,Short Distance,17/12/2024
2283316,2.92,0,4.64,26,Completed,On Time,Short Distance,17/12/2024
2283317,1.58,0,2.25,5,Completed,Late,Short Distance,17/12/2024
2283318,6.7,0,14.18,0,Cancelled,Unknown,Long Distance,Null
2283319,3.96,0,8.75,31,Completed,On Time,Long Distance,17/12/2024
2283320,3.82,0,5,31,Completed,On Time,Short Distance,17/12/2024
2283321,5.33,0,13.47,160,Completed,Late,Long Distance,17/12/2024
2283322,1.72,0,2.56,0,Cancelled,Unknown,Short Distance,Null
2283323,2.99,1,5.19,36,Completed,On Time,Long Distance,17/12/2024
2283324,1.69,0,3.72,37,Completed,On Time,Short Distance,17/12/2024
2283325,1.82,0,3,9,Completed,Late,Short Distance,17/12/2024
2283326,3.3,0,5.34,25,Completed,Late,Long Distance,17/12/2024
2283327,1.31,0,2.02,1,Completed,On Time,Short Distance,Null
2283329,2.33,0,4.76,14,Completed,Late,Short Distance,17/12/2024
2283330,4.4,0,7.14,161,Completed,Late,Long Distance,17/12/2024
2283331,1.88,0,3.42,10,Completed,On Time,Short Distance,17/12/2024
2283332,2.09,0,3.63,0,Cancelled,Unknown,Short Distance,Null
2283333,0.64,0,0.77,6,Completed,Late,Short Distance,18/12/2024
2283334,3.2,49,4.66,22,Completed,On Time,Short Distance,17/12/2024
2283337,1.61,0,2.25,0,Completed,Late,Short Distance,17/12/2024
2283339,2.22,37,3.12,8,Completed,On Time,Short Distance,17/12/2024
2283340,1.48,0,2.7,7,Completed,Late,Short Distance,17/12/2024
2283341,2.9,0,7.19,29,Completed,On Time,Long Distance,17/12/2024
2283342,1.77,0,2.98,56,Completed,On Time,Short Distance,17/12/2024
2283345,1.69,0,2.9,106,Completed,Late,Short Distance,17/12/2024
2283347,1.07,6,2.27,15,Completed,On Time,Short Distance,17/12/2024
2283348,1.63,1,3.19,17,Completed,On Time,Short Distance,17/12/2024
2283349,1.67,0,2.68,28,Completed,On Time,Short Distance,17/12/2024
2283350,2.12,0,4.87,13,Completed,On Time,Short Distance,18/12/2024
2283353,3.06,0,8.47,51,Completed,On Time,Long Distance,17/12/2024
2283355,3.07,0,4.92,18,Completed,On Time,Short Distance,17/12/2024
2283356,3.33,0,4.19,77,Completed,Late,Short Distance,17/12/2024
2283357,6.96,0,9.82,0,Cancelled,Unknown,Long Distance,Null
2283358,1.62,12,1.97,1,Completed,Late,Short Distance,17/12/2024
2283359,8.29,0,10.61,0,Completed,Late,Long Distance,17/12/2024
2283360,0.77,0,1.07,2,Completed,On Time,Short Distance,17/12/2024
2283362,2.29,0,2.97,35,Completed,On Time,Short Distance,17/12/2024
2283363,4.13,97,5.16,14,Completed,Late,Long Distance,17/12/2024
2283364,4.15,0,6.57,22,Completed,On Time,Long Distance,17/12/2024
2283365,4.4,54,6.2,41,Completed,Late,Long Distance,17/12/2024
2283366,5.66,0,6.73,37,Completed,On Time,Long Distance,17/12/2024
2283367,3.36,0,6.51,74,Completed,Late,Long Distance,17/12/2024
2283370,1.27,0,2.32,0,Cancelled,Unknown,Short Distance,Null
2283375,0,0,0,0,Completed,Unknown,Short Distance,Null
2283377,1.3,9,2.3,0,Completed,On Time,Short Distance,17/12/2024
2283378,1.44,16,2.34,8,Completed,Late,Short Distance,17/12/2024
2283379,2.95,39,4.15,20,Completed,On Time,Short Distance,17/12/2024
2283380,1.99,0,4.55,21,Completed,Late,Short Distance,17/12/2024
2283381,0.68,0,1.18,12,Completed,On Time,Short Distance,17/12/2024
2283382,4.85,0,8.25,29,Completed,On Time,Long Distance,17/12/2024
2283384,0.77,0,3.98,2,Completed,On Time,Short Distance,17/12/2024
2283386,0.78,33,1.68,10,Completed,Late,Short Distance,17/12/2024
2283387,3.41,0,5.44,37,Completed,On Time,Long Distance,17/12/2024
2283388,1.99,34,2.89,3,Completed,On Time,Short Distance,17/12/2024
2283389,5.24,20,6.54,53,Completed,Late,Long Distance,17/12/2024
2283390,6.08,0,6.77,0,Cancelled,Unknown,Long Distance,Null
2283391,4.37,0,7.08,0,Cancelled,Unknown,Long Distance,Null
2283392,2.37,0,5.08,56,Completed,Late,Long Distance,17/12/2024
2283393,1.51,0,3.5,7,Completed,Late,Short Distance,17/12/2024
2283394,6.31,0,8.19,286,Completed,Late,Long Distance,17/12/2024
2283396,4.09,91,6.89,26,Completed,Late,Long Distance,17/12/2024
2283398,1.36,0,2.72,42,Completed,On Time,Short Distance,17/12/2024
2283399,4.32,55,6.58,57,Completed,Late,Long Distance,17/12/2024
2283400,1.72,56,3.14,9,Completed,On Time,Short Distance,18/12/2024
2283401,2.19,0,4.8,0,Cancelled,Unknown,Short Distance,Null
2283402,5.49,1,9.37,36,Completed,Late,Long Distance,17/12/2024
2283403,1.57,0,2.85,14,Completed,On Time,Short Distance,17/12/2024
2283404,0.68,0,1.52,6,Completed,Late,Short Distance,17/12/2024
2283405,8.88,0,13.74,0,Cancelled,Unknown,Long Distance,Null
2283406,9.25,0,13.39,76,Completed,Late,Long Distance,17/12/2024
2283407,2.53,59,5.08,4,Completed,On Time,Long Distance,17/12/2024
2283408,3.71,0,6.63,0,Cancelled,Unknown,Long Distance,Null
2283411,2.05,0,3.49,0,Cancelled,Unknown,Short Distance,Null
2283412,1.91,16,2.95,10,Completed,On Time,Short Distance,17/12/2024
2283413,4.89,0,6.24,18,Completed,Late,Long Distance,17/12/2024
2283414,4.96,0,9.58,49,Completed,Late,Long Distance,17/12/2024
2283415,1.91,0,3.85,12,Completed,On Time,Short Distance,17/12/2024
2283418,0.38,0,0.56,22,Completed,On Time,Short Distance,17/12/2024
2283419,4.86,99,7.15,33,Completed,Late,Long Distance,17/12/2024
2283423,1.6,0,4.99,18,Completed,On Time,Short Distance,17/12/2024
2283424,1.46,0,1.96,83,Completed,On Time,Short Distance,17/12/2024
2283425,5.64,0,9.87,0,Completed,Late,Long Distance,17/12/2024
2283426,0.98,0,1.71,32,Completed,Early,Short Distance,17/12/2024
2283427,2.21,59,3.42,16,Completed,On Time,Short Distance,17/12/2024
2283428,8.88,0,13.74,0,Cancelled,Unknown,Long Distance,Null
2283430,1.17,0,1.93,0,Cancelled,Unknown,Short Distance,Null
2283431,0.21,0,0.46,5,Completed,On Time,Short Distance,17/12/2024
2283432,7.34,15,9.3,27,Completed,On Time,Long Distance,17/12/2024
2283433,2.35,0,4.07,41,Completed,Late,Short Distance,17/12/2024
2283434,2.09,12,3.42,41,Completed,Late,Short Distance,17/12/2024
2283435,4.83,0,7.65,27,Completed,On Time,Long Distance,17/12/2024
2283436,6.94,0,12.72,0,Cancelled,Unknown,Long Distance,Null
2283437,7.34,0,10.29,128,Completed,Late,Long Distance,Null
2283440,0.89,0,1.63,0,Cancelled,Unknown,Short Distance,Null
2283441,7.62,0,13.27,121,Completed,Late,Long Distance,17/12/2024
2283443,3.05,0,4.08,38,Completed,Late,Short Distance,17/12/2024
2283444,1.57,1,2.25,2,Completed,Late,Short Distance,17/12/2024
2283445,2.54,0,3.44,138,Completed,Late,Short Distance,17/12/2024
2283446,3.91,-10,4.73,10,Cancelled,Late,Short Distance,17/12/2024
2283447,5.85,0,7.86,0,Cancelled,Unknown,Long Distance,Null
2283448,4.39,0,9.08,24,Completed,On Time,Long Distance,17/12/2024
2283449,0.36,0,0.45,6,Completed,On Time,Short Distance,17/12/2024
2283450,2.42,0,7.06,25,Completed,Late,Long Distance,17/12/2024
2283452,3.68,0,4.91,0,Cancelled,Unknown,Short Distance,Null
2283453,2.36,0,3.19,0,Cancelled,Unknown,Short Distance,Null
2283454,2.36,0,3.19,0,Cancelled,Unknown,Short Distance,Null
2283455,7.37,0,11.49,0,Cancelled,Unknown,Long Distance,Null
2283457,2.58,0,4.91,16,Completed,On Time,Short Distance,17/12/2024
2283458,5.27,0,6.35,32,Completed,On Time,Long Distance,17/12/2024
2283459,0.68,0,1.93,0,Cancelled,Unknown,Short Distance,Null
2283460,4.65,0,6.91,0,Cancelled,Unknown,Long Distance,Null
2283461,1.4,0,1.64,32,Completed,On Time,Short Distance,17/12/2024
2283462,3.16,62,6.16,23,Completed,On Time,Long Distance,17/12/2024
2283463,1.39,0,2.49,43,Completed,On Time,Short Distance,17/12/2024
2283466,0.36,0,0.53,15,Completed,On Time,Short Distance,17/12/2024
2283468,2.1,0,3.17,17,Completed,Late,Short Distance,18/12/2024
2283469,2.39,0,3.42,18,Completed,Late,Short Distance,17/12/2024
2283470,4.6,0,9.94,34,Completed,Late,Long Distance,17/12/2024
2283472,4.19,0,5.41,51,Completed,On Time,Long Distance,17/12/2024
2283474,0.17,9,0.91,0,Completed,On Time,Short Distance,17/12/2024
2283475,3.31,50,5.98,8,Completed,On Time,Long Distance,17/12/2024
2283478,2.98,31,3.8,14,Completed,Late,Short Distance,17/12/2024
2283482,0.37,0,1.2,10,Completed,On Time,Short Distance,17/12/2024
2283483,3.16,0,9.78,85,Completed,On Time,Long Distance,Null
2283484,4.39,0,6.72,0,Cancelled,Unknown,Long Distance,17/12/2024
2283485,3.27,0,5.17,90,Completed,On Time,Long Distance,17/12/2024
2283486,2.17,0,4.92,0,Cancelled,Unknown,Short Distance,Null
2283487,6.1,0,7.55,20,Completed,Late,Long Distance,17/12/2024
2283488,6.17,9,8.4,33,Completed,On Time,Long Distance,17/12/2024
2283491,6.21,0,11.3,0,Completed,Late,Long Distance,17/12/2024
2283492,0.92,21,1.97,31,Completed,On Time,Short Distance,17/12/2024
2283493,1.76,0,4.05,103,Completed,Late,Short Distance,17/12/2024
2283495,2.49,0,3.77,1,Completed,On Time,Short Distance,17/12/2024
2283496,0.68,0,1.28,0,Cancelled,Unknown,Short Distance,Null
2283497,4.18,0,6.09,32,Completed,On Time,Long Distance,17/12/2024
2283498,0.08,0,0.12,0,Cancelled,Unknown,Short Distance,Null
2283501,1.89,0,3.59,17,Completed,Late,Short Distance,17/12/2024
2283503,3.68,0,5.82,28,Completed,On Time,Long Distance,17/12/2024
2283504,1.14,0,2.17,14,Completed,Late,Short Distance,17/12/2024
2283506,2.54,0,3.74,21,Completed,On Time,Short Distance,17/12/2024
2283507,1.4,105,2.7,12,Completed,On Time,Short Distance,17/12/2024
2283508,1.2,0,2.7,10,Completed,On Time,Short Distance,17/12/2024
2283511,2.22,0,3.79,35,Completed,On Time,Short Distance,17/12/2024
2283512,9.97,13,14.37,59,Completed,On Time,Long Distance,17/12/2024
2283514,1.37,0,1.95,18,Completed,On Time,Short Distance,17/12/2024
2283516,2.65,0,3.99,22,Completed,On Time,Short Distance,17/12/2024
2283519,1.86,0,3.11,11,Completed,On Time,Short Distance,17/12/2024
2283520,1.1,0,4.13,24,Completed,Early,Short Distance,17/12/2024
2283521,2.92,0,5.89,45,Completed,On Time,Long Distance,18/12/2024
2283522,0.46,46,1.73,9,Completed,On Time,Short Distance,17/12/2024
2283523,4.54,0,8.85,0,Cancelled,Unknown,Long Distance,Null
2283524,1.75,40,2.15,0,Completed,On Time,Short Distance,17/12/2024
2283525,1.94,0,2.28,14,Completed,On Time,Short Distance,17/12/2024
2283526,6.78,8,8.74,38,Completed,On Time,Long Distance,17/12/2024
2283527,3.4,0,5.25,0,Cancelled,Unknown,Long Distance,Null
2283528,7.55,0,11.43,0,Cancelled,Unknown,Long Distance,17/12/2024
2283529,1.86,0,4.07,24,Completed,Late,Short Distance,17/12/2024
2283530,0.88,0,1.99,26,Completed,On Time,Short Distance,17/12/2024
2283531,2.04,0,3.69,32,Completed,On Time,Short Distance,17/12/2024
2283533,2.47,0,4.14,14,Completed,Late,Short Distance,17/12/2024
2283534,4.05,0,5.89,33,Completed,Late,Long Distance,18/12/2024
2283535,0.55,0,1.35,16,Completed,On Time,Short Distance,17/12/2024
2283536,2.04,0,3.82,21,Completed,On Time,Short Distance,17/12/2024
2283538,4.26,0,5.2,0,Cancelled,Unknown,Long Distance,Null
2283539,4.84,4,7.31,53,Completed,Late,Long Distance,17/12/2024
2283540,4.05,0,5.89,35,Completed,Late,Long Distance,19/12/2024
2283542,0.88,0,1.24,74,Completed,Late,Short Distance,17/12/2024
2283544,2.81,14,3.07,78,Completed,Late,Short Distance,17/12/2024
2283545,0.77,103,0.83,3,Completed,Late,Short Distance,17/12/2024
2283546,1.71,0,2.55,10,Completed,On Time,Short Distance,17/12/2024
2283547,2.79,28,5.24,15,Completed,On Time,Long Distance,17/12/2024
2283548,0.81,0,2.63,112,Completed,On Time,Short Distance,17/12/2024
2283549,4.75,0,7.73,25,Completed,On Time,Long Distance,17/12/2024
2283550,0.58,7,1.2,12,Completed,Late,Short Distance,18/12/2024
2283551,6.3,0,11.51,110,Completed,Late,Long Distance,Null
2283553,2.12,0,2.74,51,Completed,On Time,Short Distance,17/12/2024
2283554,1.02,0,1.56,0,Completed,On Time,Short Distance,Null
2283555,6.28,0,7.83,3,Completed,On Time,Long Distance,17/12/2024
2283556,3.64,0,7.01,0,Cancelled,Unknown,Long Distance,Null
2283557,3.73,0,8.22,21,Completed,Early,Long Distance,17/12/2024
2283558,2.46,0,3.79,53,Completed,Late,Short Distance,17/12/2024
2283559,3.23,0,8.79,52,Completed,On Time,Long Distance,17/12/2024
2283560,4.05,0,9.6,0,Cancelled,Unknown,Long Distance,Null
2283562,1.76,0,3.94,90,Completed,Late,Short Distance,17/12/2024
2283564,2.21,0,5.08,91,Completed,Late,Long Distance,17/12/2024
2283565,5.48,0,9.43,40,Completed,On Time,Long Distance,17/12/2024
2283567,4.18,0,7.44,37,Completed,On Time,Long Distance,17/12/2024
2283568,2.3,0,3.12,0,Cancelled,Unknown,Short Distance,Null
2283569,4.73,0,6.03,76,Completed,Late,Long Distance,Null
2283570,0.38,11,0.56,2,Completed,Late,Short Distance,17/12/2024
2283572,2.22,0,2.99,0,Cancelled,Unknown,Short Distance,Null
2283574,2.96,0,3.96,27,Completed,On Time,Short Distance,17/12/2024
2283575,2.1,0,3.74,70,Completed,Late,Short Distance,17/12/2024
2283577,1.06,0,5.31,84,Completed,Late,Long Distance,17/12/2024
2283578,5.47,0,8.83,0,Cancelled,Unknown,Long Distance,Null
2283579,2.42,0,3.97,69,Completed,Late,Short Distance,17/12/2024
2283580,7.7,0,9.94,0,Cancelled,Unknown,Long Distance,Null
2283581,3.6,1,5.93,70,Completed,Late,Long Distance,17/12/2024
2283582,6.23,0,7.37,35,Completed,On Time,Long Distance,17/12/2024
2283583,7.18,0,10.69,0,Cancelled,Unknown,Long Distance,Null
2283584,4.46,0,5.59,0,Cancelled,Unknown,Long Distance,Null
2283585,5.02,0,7.29,0,Cancelled,Unknown,Long Distance,Null
2283586,5.07,0,7.81,34,Completed,On Time,Long Distance,17/12/2024
2283588,2.01,0,3.21,0,Cancelled,Unknown,Short Distance,Null
2283589,2.68,0,5,38,Completed,Late,Short Distance,17/12/2024
2283593,1.85,0,2.5,66,Completed,Late,Short Distance,17/12/2024
2283594,8.01,0,11.85,0,Cancelled,Unknown,Long Distance,Null
2283595,1.6,8,2.26,20,Completed,Late,Short Distance,18/12/2024
2283596,1.76,0,2.56,21,Completed,On Time,Short Distance,17/12/2024
2283597,1.08,0,2.61,14,Completed,On Time,Short Distance,17/12/2024
2283598,7.98,0,14.13,92,Completed,Late,Long Distance,18/12/2024
2283599,0.35,0,0.67,59,Completed,Early,Short Distance,17/12/2024
2283601,2.05,0,5.84,20,Completed,Late,Long Distance,Null
2283602,0.75,0,0.92,10,Completed,On Time,Short Distance,17/12/2024
2283604,3.39,0,6.47,0,Cancelled,Unknown,Long Distance,Null
2283606,0.38,0,1.01,9,Completed,On Time,Short Distance,17/12/2024
2283607,2.73,2,4.43,24,Completed,On Time,Short Distance,18/12/2024
2283608,2.34,0,4.74,134,Completed,Late,Short Distance,17/12/2024
2283609,2.2,0,2.98,13,Completed,On Time,Short Distance,17/12/2024
2283611,3.01,0,6.22,43,Completed,Late,Long Distance,17/12/2024
2283612,1.32,0,1.92,0,Cancelled,Unknown,Short Distance,Null
2283613,0.8,18,3.56,7,Completed,Late,Short Distance,17/12/2024
2283614,0.62,0,1.64,8,Completed,Late,Short Distance,17/12/2024
2283615,6.42,0,9.54,51,Completed,Late,Long Distance,17/12/2024
2283616,3.72,0,6.22,67,Completed,Late,Long Distance,17/12/2024
2283617,0.55,0,1.63,4,Completed,On Time,Short Distance,17/12/2024
2283618,1.21,0,1.85,11,Completed,On Time,Short Distance,17/12/2024
2283619,4.51,0,6.15,58,Completed,On Time,Long Distance,18/12/2024
2283620,1.33,54,3.1,14,Completed,Late,Short Distance,17/12/2024
2283621,3.55,0,5.43,0,Completed,On Time,Long Distance,17/12/2024
2283622,3.12,0,5.32,0,Cancelled,Unknown,Long Distance,Null
2283623,3.12,0,5.94,0,Cancelled,Unknown,Long Distance,Null
2283625,6.82,0,7.98,38,Completed,Late,Long Distance,17/12/2024
2283626,1.94,0,3.16,23,Completed,On Time,Short Distance,17/12/2024
2283628,2.74,0,4.36,43,Completed,On Time,Short Distance,17/12/2024
2283629,0.64,10,0.88,19,Completed,On Time,Short Distance,17/12/2024
2283630,0.67,0,0.85,45,Completed,Late,Short Distance,17/12/2024
2283633,0.66,0,0.93,0,Cancelled,Unknown,Short Distance,Null
2283634,1.75,70,3.81,6,Completed,Late,Short Distance,17/12/2024
2283637,2.11,0,4.88,14,Completed,On Time,Short Distance,17/12/2024
2283639,1.71,51,6.5,0,Completed,On Time,Long Distance,17/12/2024
2283640,0.42,0,1.22,6,Completed,On Time,Short Distance,17/12/2024
2283641,0.19,0,0.19,0,Cancelled,Unknown,Short Distance,Null
2283642,4.46,0,5.59,116,Completed,Late,Long Distance,17/12/2024
2283643,5.02,88,7.29,51,Completed,Late,Long Distance,17/12/2024
2283644,2.62,0,5.4,28,Completed,Late,Long Distance,21/12/2024
2283645,2.31,0,4.58,0,Cancelled,Unknown,Short Distance,Null
2283646,3.99,8,5.95,20,Completed,On Time,Long Distance,17/12/2024
2283647,0.74,28,1.33,20,Completed,On Time,Short Distance,17/12/2024
2283648,3.23,0,5.24,45,Completed,On Time,Long Distance,17/12/2024
2283650,1.05,21,1.91,8,Completed,On Time,Short Distance,18/12/2024
2283651,1.57,0,2.85,18,Completed,On Time,Short Distance,17/12/2024
2283652,4.62,0,6.13,84,Completed,Late,Long Distance,17/12/2024
2283653,3.95,0,6.44,0,Cancelled,Unknown,Long Distance,Null
2283655,4.6,0,7.12,61,Completed,Late,Long Distance,18/12/2024
2283658,3.98,0,5.48,100,Completed,Late,Long Distance,17/12/2024
2283659,1.32,0,2.53,15,Completed,Late,Short Distance,18/12/2024
2283662,2.69,0,4.06,0,Cancelled,Unknown,Short Distance,Null
2283666,3.81,0,6.48,0,Cancelled,Unknown,Long Distance,Null
2283669,0.81,0,1.46,16,Completed,Early,Short Distance,17/12/2024
2283670,2.16,0,4.81,1,Completed,Late,Short Distance,17/12/2024
2283672,4.42,0,8.26,21,Completed,On Time,Long Distance,17/12/2024
2283673,3.89,0,8.51,32,Completed,Late,Long Distance,17/12/2024
2283674,2.6,0,4.4,14,Completed,Early,Short Distance,17/12/2024
2283675,1.45,122,2.9,6,Completed,On Time,Short Distance,17/12/2024
2283676,1.05,0,1.66,70,Completed,On Time,Short Distance,17/12/2024
2283677,1.96,0,3.56,39,Completed,Late,Short Distance,18/12/2024
2283678,4.68,0,10.47,68,Completed,Late,Long Distance,17/12/2024
2283679,2.59,0,5.16,0,Cancelled,Unknown,Long Distance,Null
2283680,2.48,0,4.68,36,Completed,On Time,Short Distance,17/12/2024
2283681,0.9,0,3.23,0,Completed,On Time,Short Distance,17/12/2024
2283682,1.46,0,1.92,16,Completed,Late,Short Distance,17/12/2024
2283683,2.78,0,4.16,0,Cancelled,Unknown,Short Distance,Null
